Name;Platform;Year_of_Release;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;Critic_Score;Critic_Count;User_Score;User_Count;Rating
Star Trek: Legacy;X360;2006;Simulation;Ubisoft;0.14;0.02;0;0.01;0.18;64;41;5.5;42;E10+
Disgaea DS;DS;2008;Role-Playing;Square Enix;0.11;0.01;0.05;0.01;0.18;82;32;7.5;35;T
GameBoy Wars;G;1991;Strategy;Nintendo;0;0;0.18;0;0.18; ; ; ; ;
Amplitude;PS2;2003;Misc;Sony Computer Entertainment;0.09;0.07;0;0.02;0.18;86;35;8.8;26;T
Gauntlet: Seven Sorrows;X;2005;Role-Playing;Midway Games;0.14;0.04;0;0.01;0.18;61;36;7.8;4;T
AirForce Delta Storm;X;2001;Shooter;Konami Digital Entertainment;0.14;0.04;0;0.01;0.18;61;21;7.1;7;E
Monopoly Party;X;2002;Misc;Infogrames;0.14;0.04;0;0.01;0.18; ; ; ; ;
NBA Live 16;PS4;2015;Sports;Electronic Arts;0.11;0.04;0;0.03;0.18;59;27;6.1;71;E
Fear Effect 2: Retro Helix;PS;2001;Action;Eidos Interactive;0.1;0.07;0;0.01;0.18;84;15;8.9;17;M
Call of Duty: World at War;PC;2008;Shooter;Activision;0.02;0.14;0;0.03;0.18;83;36;7.5;726;M
Mahjong: Journey Quest for Tikal;DS;2008;Puzzle;Rondomedia;0.15;0.02;0;0.01;0.18; ; ; ; ;E
Chaotic: Shadow Warriors;DS;2009;Action;Activision;0.17;0;0;0.01;0.18; ; ; ; ;E10+
Ninja Gaiden 3;WiiU;2012;Action;Nintendo;0.14;0.03;0;0.02;0.18; ; ; ; ;
CSI: Fatal Conspiracy;PS3;2010;Adventure;Ubisoft;0.11;0.05;0;0.02;0.18;39;5;5.6;13;M
International Superstar Soccer 2000 (JP weekly sales);N64;1999;Sports;Konami Digital Entertainment;0;0;0.18;0;0.18; ; ; ; ;
Chocobo no Fushigi Dungeon for WonderSwan;WS;1999;Role-Playing;Namco Bandai Games;0;0;0.18;0;0.18; ; ; ; ;
Klonoa: Door to Phantomile;PS;1997;Platform;Sony Computer Entertainment;0;0;0.17;0.01;0.18; ; ; ; ;
Ringling Bros. and Barnum & Bailey Circus;Wii;2009;Action;Take-Two Interactive;0.17;0;0;0.01;0.18; ; ; ; ;
Vietcong: Purple Haze;PS2;2004;Shooter;Gathering of Developers;0.09;0.07;0;0.02;0.18;48;11;4.3;6;M
LEGO Marvels Avengers;PSV;2016;Action;Warner Bros. Interactive Entertainment;0.03;0.11;0;0.04;0.18; ; ;6.6;15;E10+
Atari Anniversary Advance;GBA;2002;Misc;Atari;0.13;0.05;0;0;0.18;75;7; ; ;E
Summer Athletics: The Ultimate Challenge;PS2;2008;Sports;DTP Entertainment;0;0;0;0.18;0.18; ; ; ; ;E
Hatsune Miku and Future Stars: Project Mirai;3DS;2012;Misc;Sega;0;0;0.18;0;0.18; ; ; ; ;
Syndicate;X360;2012;Shooter;Electronic Arts;0.1;0.06;0;0.02;0.18;74;65;7.1;174;M
X-Men Origins: Wolverine;PS2;2009;Action;Activision;0.13;0;0;0.05;0.18; ; ;6.8;16;T
Ghostbusters: The Video Game;PSP;2009;Action;Atari;0.16;0.01;0;0.02;0.18;54;13;4.7;13;E10+
Zumba Fitness Rush;X360;2012;Sports;505 Games;0;0.16;0;0.02;0.18;73;7;6.2;5;E10+
Call of Juarez;X360;2007;Shooter;Ubisoft;0.14;0.02;0;0.01;0.18;71;37;6.9;46;M
TalkMan (Japan);PSP;2005;Misc;Sony Computer Entertainment;0;0;0.18;0;0.18; ; ; ; ;
MotoGP;Wii;2009;Racing;Capcom;0.05;0.11;0;0.02;0.18;44;10;5.4;11;E
Bloody Roar: Primal Fury;GC;2002;Fighting;Activision;0.14;0.04;0;0;0.18;75;27;8.5;20;T
Mega Man Soccer;SNES;1993;Sports;Capcom;0.04;0.01;0.13;0;0.18; ; ; ; ;
Mushroom Men: The Spore Wars;Wii;2008;Action;SouthPeak Games;0.16;0.01;0;0.01;0.18;72;37;8.7;33;E10+
Dead or Alive Paradise;PSP;2010;Misc;Ubisoft Annecy;0.07;0.02;0.07;0.02;0.18;38;34;5.6;37;M
LEGO Harry Potter: Years 5-7;PSV;2012;Action;Warner Bros. Interactive Entertainment;0.07;0.07;0;0.03;0.18;64;19;6.8;21;E10+
Brunswick Pro Bowling;PS3;2010;Sports;505 Games;0.1;0.05;0;0.02;0.18;47;6; ; ;E
FIFA Soccer 07;GC;2006;Sports;Electronic Arts;0.14;0.04;0;0;0.18; ; ; ; ;
My Fitness Coach 2: Exercise and Nutrition;Wii;2009;Sports;Black Bean Games;0.13;0.03;0;0.01;0.18; ; ; ; ;
Doctor Who: Return to Earth;Wii;2010;Adventure;Asylum Entertainment;0;0.16;0;0.02;0.18; ; ; ; ;
Rabbids Party Collection;Wii;2010;Misc;Ubisoft;0;0.16;0;0.02;0.18; ; ; ; ;
The Last Airbender;DS;2010;Action;THQ;0.13;0.04;0;0.01;0.18;69;6;7;4;E10+
Alone in the Dark;Wii;2008;Adventure;Atari;0.09;0.08;0;0.02;0.18;39;10;4.4;34;M
Pok\xc3\xa9mon I Choose You / Squirtle Squad Game Boy Advance Video;GBA;2004;Misc;Nintendo;0.13;0.05;0;0;0.18; ; ; ; ;
Backbreaker;X360;2009;Sports;NaturalMotion;0.17;0;0;0.01;0.18;54;29;7.6;68;E
Vampire Savior: The Lord of Vampire;SAT;1998;Fighting;Capcom;0;0;0.18;0;0.18; ; ; ; ;
Shrek SuperSlam;DS;2005;Action;Activision;0.17;0;0;0.01;0.18; ; ; ; ;
Super Robot Taisen UX;3DS;2013;Role-Playing;Namco Bandai Games;0;0;0.18;0;0.18; ; ; ; ;
Six Flags Fun Park;DS;2008;Misc;Brash Entertainment;0.17;0;0;0.01;0.18;34;4;7;4;E
Valhalla Knights 3;PSV;2013;Role-Playing;Xseed Games;0.04;0.01;0.12;0.01;0.18;48;19;6.8;56;M
Test Drive Off-Road Wide Open;X;2001;Racing;Infogrames;0.15;0.03;0;0.01;0.18;64;21;8.3;9;E
Dishonored 2;PC;2016;Action;Bethesda Softworks;0.05;0.12;0;0.01;0.18;86;39;6.2;421;M
Jeopardy!;DS;2010;Misc;THQ;0.17;0;0;0.01;0.18; ; ; ; ;
Pro Yaky? Spirits 2011;PS3;2011;Sports;Konami Digital Entertainment;0;0;0.18;0;0.18; ; ; ; ;
Battle Commander: Hachibushu Shura no Heihou;SNES;1991;Strategy;Banpresto;0;0;0.18;0;0.18; ; ; ; ;
WWE All Stars;PSP;2011;Fighting;THQ;0.12;0.04;0;0.03;0.18;70;4;6.6;5;T
Bad Boys: Miami Takedown;X;2004;Shooter;Empire Interactive;0.14;0.04;0;0.01;0.18;35;20;5.9;9;M
Jampack Vol. 1;PS;1996;Misc;Sony Computer Entertainment;0.1;0.07;0;0.01;0.18; ; ; ; ;
Daigasso! Band Brothers P;3DS;2013;Misc;Nintendo;0;0;0.18;0;0.18; ; ; ; ;
Mega Man X: Command Mission;PS2;2004;Role-Playing;Capcom;0.09;0.07;0;0.02;0.18;69;27;7.1;18;E
Tokyo Xtreme Racer DRIFT;PS2;2003;Racing;Genki;0.09;0.07;0;0.02;0.18;59;13;8.6;15;E
Moon;PS;1997;Adventure;ASCII Entertainment;0;0;0.17;0.01;0.18; ; ; ; ;
The Chronicles of Narnia: The Lion The Witch and The Wardrobe;DS;2005;Action;Disney Interactive Studios;0.15;0.01;0;0.01;0.18;65;20;7.5;4;E10+
GRID Autosport;PS3;2014;Racing;Codemasters;0.05;0.09;0.01;0.03;0.18;75;35;6.8;62;E
Cabelas Big Game Hunter 2005 Adventures;X;2004;Sports;Activision;0.13;0.04;0;0.01;0.18;65;5;8.3;6;T
Might & Magic: Clash of Heroes;DS;2009;Role-Playing;Ubisoft;0.15;0.02;0;0.01;0.18; ; ; ; ;
Transformers: Prime;3DS;2012;Action;Activision;0.14;0.03;0;0.02;0.18; ; ; ; ;
Half-Minute Hero;PSP;2009;Role-Playing;Rising Star Games;0.08;0.01;0.07;0.01;0.18;84;41;7.8;38;E10+
Sesame Street: Elmos Letter Adventure;N64;1999;Misc;NewKidCo;0.14;0.04;0;0;0.18; ; ; ; ;
Re-Volt;N64;1999;Racing;Acclaim Entertainment;0.14;0.04;0;0;0.18; ; ; ; ;
Company of Heroes: Anthology;PC;2009;Strategy;THQ;0;0.15;0;0.03;0.18; ; ; ; ;
Gokujou Parodius;SNES;1994;Shooter;Konami Digital Entertainment;0;0;0.18;0;0.18; ; ; ; ;
The Chronicles of Narnia: Prince Caspian;X360;2008;Action;Disney Interactive Studios;0.16;0.01;0;0.01;0.18;56;24;7.5;13;T
Gauntlet: Dark Legacy;GC;2002;Action;Midway Games;0.14;0.04;0;0;0.18;60;20;9.2;17;T
A.C.E.: Another Centurys Episode 2;PS2;2006;Simulation;Banpresto;0;0;0.18;0;0.18; ; ; ; ;
Shadow The Hedgehog;X;2005;Platform;Sega;0.13;0.04;0;0.01;0.18;49;24;5.4;37;E10+
Dark Souls II;PC;2014;Role-Playing;Namco Bandai Games;0.08;0.08;0;0.01;0.18;91;36;7.1;2328;T
Mirrors Edge Catalyst;XOne;2016;Platform;Electronic Arts;0.1;0.06;0;0.02;0.18;72;46;4.4;271;T
Batman: Vengeance;GBA;2001;Adventure;Ubisoft;0.13;0.05;0;0;0.18;68;8; ; ;E
Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou;DC;2000;Sports;Sega;0;0;0.18;0;0.18; ; ; ; ;
Grand Slam Tennis 2;X360;2012;Sports;Electronic Arts;0.1;0.06;0;0.02;0.18;71;45;5.1;14;E
The Adventures of Cookie & Cream;PS2;2000;Puzzle;Empire Interactive;0.09;0.07;0;0.02;0.18; ; ; ; ;
Pure Futbol;X360;2010;Sports;Ubisoft;0.08;0.08;0;0.02;0.18;38;20;7.9;29;E
World of Outlaws: Sprint Cars;X360;2010;Racing;THQ;0.17;0;0;0.01;0.18;57;4;8.1;10;E
Van Helsing;X;2007;Action;Activision;0.13;0.04;0;0.01;0.18;63;32;7.6;8;T
Ben 10 Ultimate Alien: Cosmic Destruction;X360;2010;Platform;D3Publisher;0.1;0.06;0;0.02;0.18;51;5;5.3;4;E10+
Spider-Man: Friend or Foe;PSP;2007;Action;Activision;0.16;0;0;0.01;0.18;58;7;4.4;9;E10+
Rio;Wii;2011;Misc;THQ;0.13;0.04;0;0.01;0.18; ; ; ; ;E10+
Sing4: The Hits Edition;Wii;2011;Misc;Crave Entertainment;0.17;0;0;0.01;0.18; ; ; ; ;T
Gun;GC;2005;Shooter;Activision;0.14;0.04;0;0;0.18;77;27;8.6;8;M
SoulCalibur Legends;Wii;2007;Action;Namco Bandai Games;0.16;0.01;0;0.01;0.18;52;35;5.7;24;T
F1 Challenge;SAT;1994;Racing;Sega;0;0;0.18;0;0.18; ; ; ; ;
Toukiden Kiwami;PS4;2015;Action;Tecmo Koei;0.06;0.07;0.02;0.03;0.18;74;35;7.6;74;T
Metal Gear Ac!d 2;PSP;2005;Strategy;Konami Digital Entertainment;0.11;0;0.05;0.01;0.18; ; ; ; ;
Shadow Madness;PS;1999;Action;Crave Entertainment;0.1;0.07;0;0.01;0.18; ; ; ; ;
Aliens: Colonial Marines;PC;2013;Shooter;Sega;0.1;0.06;0;0.02;0.18;45;40;3.5;1159;M
Yakuza Zero: The Place of Oath;PS4;2015;Action;Sega;0;0;0.18;0;0.18; ; ; ; ;
FIFA Soccer 11;PC;2010;Sports;Electronic Arts;0;0.14;0;0.04;0.18;83;16;7.7;102;E
Tiger Woods PGA Tour 2004;GBA;2003;Sports;Electronic Arts;0.13;0.05;0;0;0.18;75;5;7.5;4;E
Lego Star Wars: The Force Awakens;3DS;2016;Action;Warner Bros. Interactive Entertainment;0.05;0.11;0.01;0.01;0.18; ; ;8;10;E10+
Borderlands;PC;2009;Shooter;Take-Two Interactive;0.01;0.14;0;0.03;0.18;81;37;7.8;1369;M
The Game of Life / Yahtzee / Payday;GBA;2005;Misc;Zoo Digital Publishing;0.13;0.05;0;0;0.18; ; ; ; ;
de Blob 2;Wii;2011;Platform;THQ;0.11;0.06;0;0.02;0.18;79;20;8.1;26;E10+
American Chopper 2: Full Throttle;PS2;2005;Racing;Zoo Digital Publishing;0.09;0.07;0;0.02;0.18; ; ;8.1;9;T
Silent Hill 4: The Room;X;2004;Action;Konami Digital Entertainment;0.14;0.04;0;0.01;0.18;76;43;8.3;26;M
Commandos 2: Men of Courage;PS2;2002;Strategy;Eidos Interactive;0.09;0.07;0;0.02;0.18;67;19;6.8;11;T
Jikkyou Powerful Pro Baseball 2016;PS4;2016;Sports;Konami Digital Entertainment;0;0;0.18;0;0.18; ; ; ; ;
Brink;PC;2011;Shooter;Bethesda Softworks;0.06;0.09;0;0.03;0.18;70;38;6;548;T
FIFA Soccer 2002;GC;2001;Sports;Electronic Arts;0.14;0.04;0;0;0.18;81;13;8;9;E
Pro Evolution Soccer 2013;3DS;2012;Sports;Konami Digital Entertainment;0.05;0.02;0.1;0.01;0.18; ; ; ; ;
Atari Anniversary Edition Redux;PS;2000;Misc;Infogrames;0.1;0.07;0;0.01;0.18;72;5; ; ;E
Lips: Party Classics;X360;2010;Misc;Microsoft Game Studios;0.05;0.11;0;0.02;0.18;69;10; ; ;T
Toukiden: The Age of Demons;PSP;2013;Action;Tecmo Koei;0;0;0.18;0;0.18; ; ; ; ;
Marvel Super Hero Squad: Comic Combat;Wii;2011;Action;THQ;0.14;0.03;0;0.01;0.18; ; ; ; ;E10+
Fireblade;PS2;2002;Action;Midway Games;0.09;0.07;0;0.02;0.18; ; ; ; ;
Disneys Tarzan Untamed;GC;2001;Platform;Ubisoft;0.14;0.04;0;0;0.18;61;11;7.4;8;E
Trinity Universe;PS3;2009;Role-Playing;Nippon Ichi Software;0.07;0.05;0.03;0.02;0.18;62;25;7.2;28;T
Brunswick Circuit Pro Bowling;PS;1998;Sports;THQ;0.1;0.07;0;0.01;0.18; ; ; ; ;
Pirates: Hunt For Blackbeards Booty;Wii;2008;Adventure;Activision;0.08;0.08;0;0.02;0.18; ; ; ; ;E
PlayStation Move Heroes;PS3;2011;Platform;Sony Computer Entertainment;0.09;0.06;0;0.03;0.18;53;39;6.1;16;E10+
Cabelas Dangerous Hunts 2009;PS2;2008;Sports;Activision Value;0.09;0.07;0;0.02;0.18; ; ;9.2;5;T
Ball Breakers;PS;2000;Action;Take-Two Interactive;0.1;0.07;0;0.01;0.18;68;10;5.3;4;E
Mobile Suit Gundam Seed Destiny: Generation of C.E.;PS2;2005;Action;Namco Bandai Games;0;0;0.18;0;0.18; ; ; ; ;
Splatterhouse;X360;2010;Action;Namco Bandai Games;0.14;0.03;0;0.01;0.18;62;51;7.6;60;M
EyeToy: Groove;PS2;2003;Misc;Sony Computer Entertainment;0.09;0.07;0;0.02;0.18;73;34;8;5;E
You Dont Know Jack;PS3;2011;Misc;THQ;0.16;0;0;0.01;0.18;82;11;7.3;18;T
Chuck E. Cheeses Party Games;DS;2010;Misc;UFO Interactive;0.17;0;0;0.01;0.18; ; ; ; ;E
Twisted Metal: Small Brawl;PS;2001;Action;Sony Computer Entertainment;0.1;0.07;0;0.01;0.18;51;14;7.6;49;T
Otomedius Excellent;X360;2011;Shooter;Konami Digital Entertainment;0.13;0;0.04;0.01;0.18;48;8;8.1;16;T
I Spy: Castle;DS;2011;Puzzle;Scholastic Inc.;0.16;0;0;0.01;0.18; ; ; ; ;E
Charlie and the Chocolate Factory;GC;2005;Adventure;Global Star;0.14;0.04;0;0;0.18;39;16;3.2;6;E
Escape The Museum;DS;2010;Adventure;Astragon;0.04;0.12;0;0.02;0.18; ; ; ; ;E
Armored Core: Last Raven;PS2;2005;Simulation;505 Games;0.05;0.04;0.08;0.01;0.18;59;16;8.9;15;T
Burnout Legends;DS;2005;Racing;Electronic Arts;0.15;0.02;0;0.01;0.18;38;12;6;59;E
Tomb Raider: Underworld;PS2;2009;Action;Eidos Interactive;0.09;0.04;0;0.05;0.18; ; ;5.8;30;T
College Hoops 2K7;PS3;2007;Sports;Take-Two Interactive;0.16;0;0;0.01;0.18;81;9;7.1;8;E
Hello Kitty: Birthday Adventures;DS;2010;Adventure;Namco Bandai Games;0.06;0.1;0;0.02;0.18; ; ; ; ;E
All Grown Up! Express Yourself;GBA;2004;Misc;THQ;0.13;0.05;0;0;0.18; ; ; ; ;
DiRT Showdown;PS3;2012;Racing;Codemasters;0.02;0.12;0;0.03;0.18;75;27;6.3;43;E10+
K-1 World Grand Prix;PS2;2002;Sports;Konami Digital Entertainment;0.04;0.03;0.1;0.01;0.18;67;24;9;7;T
Kidou Senshi Gundam: Senjou no Kizuna Portable;PSP;2009;Strategy;Namco Bandai Games;0;0;0.18;0;0.18; ; ; ; ;
Shaun White Skateboarding;Wii;2010;Sports;Ubisoft;0.13;0.03;0;0.01;0.18;59;6; ; ;E10+
Super Robot Taisen A Portable;PSP;2008;Strategy;Namco Bandai Games;0;0;0.18;0;0.18; ; ; ; ;
Juiced;X;2005;Racing;THQ;0.13;0.04;0;0.01;0.18;68;39;9.1;15;T
Naruto Shippuden: Dragon Blade Chronicles;Wii;2009;Action;505 Games;0.11;0.01;0.05;0.01;0.18;38;14;3;12;E10+
Looney Tunes: Back in Action;GBA;2003;Platform;Electronic Arts;0.13;0.05;0;0;0.18;47;7; ; ;E
The King of Fighters XIV;PS4;2016;Fighting;Deep Silver;0.09;0.02;0.05;0.02;0.18;79;54;8.5;212;T
Virtua Tennis;GBA;2002;Sports;Atari;0.13;0.05;0;0;0.18;83;14; ; ;E
Cabelas Big Game Hunter: Hunting Party;X360;2011;Sports;Activision;0.16;0;0;0.02;0.18; ; ;5;4;
Bladestorm: Nightmare;PS4;2015;Action;Tecmo Koei;0.08;0.04;0.03;0.03;0.18;58;33;6.5;21;T
Tales of the Tempest;DS;2006;Role-Playing;Namco Bandai Games;0;0;0.18;0;0.18; ; ; ; ;
SimCity Creator (JP sales);DS;2008;Simulation;Electronic Arts;0;0;0.18;0;0.18; ; ; ; ;
Biohazard: Revival Selection;PS3;2011;Action;Capcom;0;0;0.18;0;0.18; ; ; ; ;
Sonic Riders: Zero Gravity;PS2;2008;Racing;Sega;0.09;0.07;0;0.02;0.18;56;16;8.4;28;E
UFC: Sudden Impact;PS2;2004;Fighting;Global Star;0.09;0.07;0;0.02;0.18;54;29;7.7;7;T
NBA Hoopz;PS2;2001;Sports;Midway Games;0.09;0.07;0;0.02;0.18;63;10; ; ;E
ESPN X Games Skateboarding;GBA;2001;Sports;Konami Digital Entertainment;0.13;0.05;0;0;0.18; ; ; ; ;E
MotoGP 15;PS4;2015;Racing;Milestone S.r.l.;0;0.12;0.03;0.02;0.18;66;15; ; ;
Nancy Drew: The Hidden Staircase;DS;2008;Adventure;THQ;0.16;0;0;0.01;0.18; ; ;6;6;E
Full Auto 2: Battlelines;PS3;2006;Racing;Sega;0.14;0.02;0;0.02;0.18;67;43;7.6;25;T
Speedball 2100;PS;2000;Sports;Empire Interactive;0.1;0.07;0;0.01;0.18;60;5; ; ;E
College Hoops 2K8;X360;2007;Sports;Take-Two Interactive;0.16;0;0;0.01;0.18;81;21;6.9;16;E
How to Train Your Dragon;PS3;2010;Action;Activision;0.12;0.03;0;0.02;0.18;51;18;7;6;E10+
LEGO Island 2: The Bricksters Revenge;PS;2001;Adventure;LEGO Media;0.1;0.07;0;0.01;0.18; ; ; ; ;
Back to the Future: The Game;PS4;2015;Adventure;Telltale Games;0.1;0.05;0;0.03;0.18; ; ;7.1;19;T
Backyard Basketball;GBA;2004;Sports;Atari;0.13;0.05;0;0;0.18; ; ; ; ;E
Madden NFL 09;X;2008;Sports;Electronic Arts;0.13;0.04;0;0.01;0.18; ; ;5.5;6;E
Dynasty Warriors: Gundam 3;X360;2010;Action;Tecmo Koei;0.11;0.03;0.02;0.01;0.18;65;27;7.8;20;T
Scooby-Doo! Unmasked;GBA;2005;Platform;THQ;0.13;0.05;0;0;0.18; ; ; ; ;
Summon Night 4;PS2;2006;Role-Playing;Banpresto;0;0;0.18;0;0.18; ; ; ; ;
Pro Yaky? Spirits 5;PS2;2008;Sports;Konami Digital Entertainment;0;0;0.18;0;0.18; ; ; ; ;
NHL 2004;X;2003;Sports;Electronic Arts;0.13;0.04;0;0.01;0.18;85;21;6.5;31;E
MindJack;PS3;2011;Shooter;Square Enix;0.07;0.07;0;0.03;0.18;44;31;1.7;47;M
Namco Museum: 50th Anniversary;X;2005;Misc;Namco Bandai Games;0.13;0.04;0;0.01;0.18;62;23; ; ;E10+
Monster 4x4: Stunt Racer;Wii;2009;Racing;Ubisoft;0.16;0;0;0.01;0.18; ; ;5.2;9;E
Velvet Assassin;X360;2009;Shooter;DTP Entertainment;0.14;0.02;0.01;0.01;0.18;56;46;6.9;56;M
WWE SmackDown vs. Raw 2009;DS;2008;Fighting;THQ;0.14;0.02;0;0.01;0.18;58;15;7.8;6;T
NFL 2K2;X;2002;Sports;Sega;0.13;0.04;0;0.01;0.18;87;18; ; ;E
Marvel Super Hero Squad: Comic Combat;X360;2011;Action;THQ;0.13;0.04;0;0.01;0.18; ; ; ; ;E10+
NBA Starting Five;PS2;2002;Sports;Konami Digital Entertainment;0.09;0.07;0;0.02;0.18;53;10;7.3;7;E
Project Spark;XOne;2014;Misc;Microsoft Game Studios;0.11;0.05;0;0.02;0.17;73;26;7;153;E10+
The Suffering: Ties That Bind;PS2;2005;Action;Midway Games;0.09;0.07;0;0.02;0.17;75;37;8;23;M
EyeToy: Kinetic;PS2;2005;Sports;Sony Computer Entertainment;0.09;0.07;0;0.02;0.17;78;32;8.3;11;E
Skylanders Imaginators;PS3;2016;Platform;Activision;0.04;0.11;0;0.03;0.17; ; ; ; ;E10+
Fancy Nancy: Tea Party Time!;DS;2010;Adventure;THQ;0.16;0;0;0.01;0.17; ; ; ; ;E
Army Men: Sarges Heroes 2;PS2;2001;Shooter;Midas Interactive Entertainment;0.09;0.07;0;0.02;0.17;54;15;4.6;5;T
The Legend of Heroes: Trails of Cold Steel II;PS3;2014;Role-Playing;Nippon Ichi Software;0.03;0.03;0.11;0.01;0.17;90;4;7.9;75;T
Conception II: Children of the Seven Stars;PSV;2013;Role-Playing;Screenlife;0.1;0;0.04;0.04;0.17;62;24;7.6;118;M
The Wild Thornberrys: Animal Adventures;PS;2000;Adventure;Mattel Interactive;0.1;0.07;0;0.01;0.17; ; ; ; ;
Cabelas Adventure Camp;Wii;2011;Misc;Activision;0.14;0.02;0;0.02;0.17; ; ; ; ;E
SEGA Bass Fishing Duel;PS2;2002;Sports;Sega;0.09;0.07;0;0.02;0.17;68;13; ; ;E
Teen Titans;GBA;2006;Action;THQ;0.13;0.05;0;0;0.17;61;9; ; ;E10+
Sports Illustrated for Kids: Baseball;GBA;2001;Sports;BAM! Entertainment;0.12;0.05;0;0;0.17;39;4; ; ;E
Mark Davis Pro Bass Challenge;PS2;2002;Sports;Natsume;0.09;0.07;0;0.02;0.17; ; ; ; ;E
Ridge Racer;PSV;2011;Racing;Namco Bandai Games;0.03;0.07;0.05;0.02;0.17;44;39;3.7;59;E10+
Farming Simulator 17;XOne;2016;Simulation;Focus Home Interactive;0.07;0.09;0;0.01;0.17;65;9; ; ;E
Rugrats: Royal Ransom;GC;2002;Platform;THQ;0.13;0.03;0;0;0.17; ; ;6.7;6;E
Winning Eleven: Pro Evolution Soccer 2007;DS;2006;Sports;Konami Digital Entertainment;0;0;0.17;0;0.17;63;5;7.9;12;E
Warriors of Might and Magic;PS2;2001;Adventure;3DO;0.09;0.07;0;0.02;0.17;49;12;4.5;6;T
Petz: Horseshoe Ranch;DS;2009;Adventure;Ubisoft;0.16;0;0;0.01;0.17; ; ; ; ;
Rapala Fishing Frenzy 2009;PS3;2008;Sports;Activision;0.16;0;0;0.01;0.17;31;4;4.4;9;E
EyePet & Friends;PS3;2011;Simulation;Sony Computer Entertainment;0.06;0.08;0;0.03;0.17; ; ; ; ;
Open Season;GC;2006;Platform;Ubisoft;0.13;0.03;0;0;0.17;59;6; ; ;E10+
Street Fighter: The Movie;PS;1995;Fighting;Acclaim Entertainment;0.1;0.07;0;0.01;0.17; ; ; ; ;
Major League Baseball 2K9;PS3;2009;Sports;Spike;0.16;0;0;0.01;0.17;61;19;4;6;E
World Championship Poker;GBA;2004;Misc;Crave Entertainment;0.12;0.05;0;0;0.17;66;5; ; ;E
Global Defence Force;PS2;2005;Shooter;Essential Games;0;0;0.17;0;0.17; ; ; ; ;
Hellboy: The Science of Evil;PS3;2008;Action;Konami Digital Entertainment;0.14;0.02;0;0.02;0.17;47;23;6.1;10;T
Major League Baseball 2K6;GC;2006;Sports;Take-Two Interactive;0.13;0.03;0;0;0.17;66;8; ; ;E
WordJong Party;Wii;2008;Puzzle;Destineer;0.16;0;0;0.01;0.17; ; ; ; ;E
SaGa 2: Hihou Densetsu - Goddess of Destiny;DS;2009;Role-Playing;Square Enix;0;0;0.17;0;0.17; ; ; ; ;
Smash Court Tennis Pro Tournament;PS2;2002;Sports;Sony Computer Entertainment;0.08;0.07;0;0.02;0.17;73;15;7.4;10;E
Race Pro;X360;2009;Racing;Atari;0.06;0.09;0;0.02;0.17;72;54;7;60;E
Super Robot Taisen L;DS;2010;Strategy;Namco Bandai Games;0;0;0.17;0;0.17; ; ; ; ;
Anarchy Reigns;X360;2012;Action;Sega;0.12;0.02;0.02;0.01;0.17;73;38;7.9;105;M
The Grim Adventures of Billy & Mandy;GC;2006;Action;Midway Games;0.13;0.03;0;0;0.17; ; ; ; ;
NBA Inside Drive 2004;X;2003;Sports;Microsoft Game Studios;0.13;0.04;0;0.01;0.17;71;31;8.2;11;E
The King of Fighters 97;PS;1998;Fighting;SNK;0;0;0.16;0.01;0.17; ; ; ; ;
uDraw Studio: Instant Artist;Wii;2011;Misc;THQ;0.06;0.09;0;0.02;0.17; ; ; ; ;E
Time Commando;PS;1996;Action;Adeline Software;0.1;0.07;0;0.01;0.17; ; ; ; ;
Professional Fishermans Tour: Northern Hemisphere;DS;2007;Sports;505 Games;0.16;0;0;0.01;0.17; ; ; ; ;E
Kekkaishi: Karasumori Ayakashi Kidan;DS;2007;Action;Namco Bandai Games;0;0;0.17;0;0.17; ; ; ; ;
Gretzky NHL 2005;PS2;2004;Sports;Sony Computer Entertainment;0.08;0.07;0;0.02;0.17;66;24;9.1;14;E
Dengeki Bunko Fighting Climax;PS3;2014;Fighting;Sega;0.06;0;0.1;0.01;0.17;66;13;8.2;31;T
Dungeon Siege III;PC;2011;Role-Playing;Square Enix;0.08;0.08;0;0.02;0.17;72;37;4.7;403;T
The Hobbit;GC;2003;Platform;Vivendi Games;0.13;0.03;0;0;0.17;61;17;7.3;8;E
Backyard Sports Football: Rookie Rush;DS;2010;Sports;Atari;0.16;0;0;0.01;0.17; ; ; ; ;
Skate it;DS;2008;Sports;Electronic Arts;0.14;0.02;0;0.01;0.17;72;13;7.8;12;E
Digimon Story: Cyber Sleuth;PSV;2015;Role-Playing;Namco Bandai Games;0;0;0.17;0;0.17; ; ;8.8;92;T
How to Train Your Dragon 2;X360;2014;Adventure;Little Orbit;0.06;0.1;0;0.01;0.17; ; ;2.9;7;E10+
Cabelas Legendary Adventures;Wii;2008;Sports;Activision;0.16;0;0;0.01;0.17; ; ; ; ;T
True Crime: New York City;GC;2005;Action;Activision;0.13;0.03;0;0;0.17;59;25;8.8;24;M
Metal Arms: Glitch in the System;X;2003;Shooter;Vivendi Games;0.13;0.04;0;0.01;0.17;82;35;8.7;15;T
Return to PopoloCrois: A Story of Seasons Fairytale;3DS;2015;Simulation;Marvelous Entertainment;0.06;0;0.11;0.01;0.17;72;28;6.5;14;E10+
