Name;Platform;Year_of_Release;Genre;Publisher;Global_Sales;User_Score;Price
The Bee Game;DS;2007;Adventure;Midway Games;0.19;0;24
SBK X: Superbike World Championship;X360;2010;Racing;Black Bean Games;0.19;8.3;22
Rango: The Video Game;PS3;2011;Action;Electronic Arts;0.19;6.4;37
Shadows of the Damned;X360;2011;Action;Electronic Arts;0.19;8.4;42
EverQuest Online Adventures: Frontiers;PS2;2003;Role-Playing;Sony Online Entertainment;0.19;8.5;12
UFC Personal Trainer: The Ultimate Fitness System;Wii;2011;Sports;THQ;0.19;0;34
Phantasy Star Online Ver. 2;DC;2001;Role-Playing;Sega;0.19;8.9;32
Treasures of the Deep;PS;1997;Action;Namco Bandai Games;0.19;0;2
Cabelas Survival: Shadows of Katmai;PS3;2011;Sports;Activision;0.18;7.4;30
Hot Wheels: Battle Force 5;Wii;2009;Racing;Activision;0.18;0;39
Go Play: Lumberjacks;Wii;2009;Simulation;Majesco Entertainment;0.18;0;39
Fight Clu;PS2;2004;Fighting;Vivendi Games;0.18;4.4;14
Samurai Warriors: State of War;PSP;2005;Action;Tecmo Koei;0.18;6.4;28
MotoGP 14 ;PS4;2014;Racing;Milestone S.r.l.;0.18;6.4;31
Cabelas Survival: Shadows of Katmai;X360;2011;Sports;Activision;0.18;3.5;14
Camping Mama: Outdoor Adventures;DS;2011;Simulation;505 Games;0.18;0;18
Dragon Blade: Wrath of Fire;Wii;2007;Action;D3Publisher;0.18;7.5;23
Dance Dance Revolution: Disney Grooves;Wii;2009;Simulation;Konami Digital Entertainment;0.18;0;23
Harvest Moon: A Wonderful Life Special Edition;PS2;2004;Simulation;505 Games;0.18;8.9;12
Sports Illustrated for Kids: Football;GBA;2003;Sports;BAM! Entertainment;0.18;0;41
The Munchables;Wii;2009;Action;Namco Bandai Games;0.18;8.2;41
.hack//Quarantine Part 4: The Final Chapter;PS2;2003;Role-Playing;Atari;0.18;0;14
Close Combat: First to Fight;X;2005;Shooter;Take-Two Interactive;0.18;7.8;16
Indiana Jones and the Emperors Tom;X;2003;Action;LucasArts;0.18;8.6;16
Buffy the Vampire Slayer: Chaos Bleeds;PS2;2003;Action;Vivendi Games;0.18;8.9;23
Active Health with Carol Vorderman;DS;2009;Sports;Nintendo;0.18;0;25
Battle of Giants: Dinosaurs Strike;Wii;2010;Strategy;Ubisoft;0.18;0;35
Remington Super Slam Hunting: North America;Wii;2010;Sports;Mastiff;0.18;0;21
Reel Fishing II;PS;2000;Sports;Victor Interactive;0.18;0;41
Squeeballs Party;Wii;2009;Puzzle;Performance Designed Products;0.18;0;17
Ty the Tasmanian Tiger;X;2002;Platform;Electronic Arts;0.18;8.5;27
Imagine: Babyz Fashion;DS;2009;Simulation;Ubisoft;0.18;0;12
Dead or Alive;SAT;1997;Fighting;Tecmo Koei;0.18;0;2
Heavy Fire: Afghanistan;PS3;2011;Shooter;Mastiff;0.18;3.3;22
Driving Emotion Type-S;PS2;2000;Racing;Electronic Arts;0.18;0;31
Siren;PS2;2003;Adventure;Sony Computer Entertainment;0.18;7.6;12
Happy Cooking;DS;2006;Simulation;Ubisoft;0.18;0;35
NARC;X;2005;Shooter;Midway Games;0.18;2.8;19
Shape Up;XOne;2014;Misc;Ubisoft;0.18;8;32
NASCAR Unleashed;Wii;2011;Racing;Activision;0.18;0;37
Remember Me;X360;2013;Action;Capcom;0.18;7.5;16
Super Robot Taisen J;GBA;2005;Strategy;Banpresto;0.18;0;41
Saw II: Flesh & Blood;PS3;2010;Action;Konami Digital Entertainment;0.18;0;12
Cars: Race-O-Rama;PS3;2009;Racing;THQ;0.18;0;42
Hidden Mysteries: Vampire Secrets;DS;2010;Adventure;Astragon;0.18;0;37
Nep League DS;DS;2007;Sports;Jaleco;0.18;0;10
Ar tonelico 2: Melody of Metafalica;PS2;2007;Role-Playing;Nippon Ichi Software;0.18;0;23
Jewel Master: Cradle of Athena;DS;2010;Puzzle;Storm City Games;0.18;0;40
Casper: Friends Around the World;PS;2000;Action;TDK Core;0.18;0;32
Jurassic Park III: Island Attack;GBA;2001;Adventure;Konami Digital Entertainment;0.18;0;43
Project X Zone 2: Brave New World;3DS;2015;Role-Playing;Namco Bandai Games;0.18;0;38
Tekken Tag Tournament 2;WiiU;2012;Fighting;Namco Bandai Games;0.18;0;12
Star Trek: Legacy;X360;2006;Simulation;Ubisoft;0.18;5.5;44
Disgaea DS;DS;2008;Role-Playing;Square Enix;0.18;7.5;38
GameBoy Wars;G;1991;Strategy;Nintendo;0.18;0;13
Amplitude;PS2;2003;Misc;Sony Computer Entertainment;0.18;8.8;41
Gauntlet: Seven Sorrows;X;2005;Role-Playing;Midway Games;0.18;7.8;15
AirForce Delta Storm;X;2001;Shooter;Konami Digital Entertainment;0.18;7.1;28
Monopoly Party;X;2002;Misc;Infogrames;0.18;0;10
NBA Live 16;PS4;2015;Sports;Electronic Arts;0.18;6.1;21
Fear Effect 2: Retro Helix;PS;2001;Action;Eidos Interactive;0.18;8.9;27
Call of Duty: World at War;PC;2008;Shooter;Activision;0.18;7.5;13
Mahjong: Journey Quest for Tikal;DS;2008;Puzzle;Rondomedia;0.18;0;12
Chaotic: Shadow Warriors;DS;2009;Action;Activision;0.18;0;12
Ninja Gaiden 3;WiiU;2012;Action;Nintendo;0.18;0;41
CSI: Fatal Conspiracy;PS3;2010;Adventure;Ubisoft;0.18;5.6;19
International Superstar Soccer 2000 (JP weekly sales);N64;1999;Sports;Konami Digital Entertainment;0.18;0;9
Chocobo no Fushigi Dungeon for WonderSwan;WS;1999;Role-Playing;Namco Bandai Games;0.18;0;10
Klonoa: Door to Phantomile;PS;1997;Platform;Sony Computer Entertainment;0.18;0;14
Ringling Bros. and Barnum & Bailey Circus;Wii;2009;Action;Take-Two Interactive;0.18;0;26
Vietcong: Purple Haze;PS2;2004;Shooter;Gathering of Developers;0.18;4.3;33
LEGO Marvels Avengers;PSV;2016;Action;Warner Bros. Interactive Entertainment;0.18;6.6;26
Atari Anniversary Advance;GBA;2002;Misc;Atari;0.18;0;10
Summer Athletics: The Ultimate Challenge;PS2;2008;Sports;DTP Entertainment;0.18;0;10
Hatsune Miku and Future Stars: Project Mirai;3DS;2012;Misc;Sega;0.18;0;22
Syndicate;X360;2012;Shooter;Electronic Arts;0.18;7.1;44
X-Men Origins: Wolverine;PS2;2009;Action;Activision;0.18;6.8;38
Ghostbusters: The Video Game;PSP;2009;Action;Atari;0.18;4.7;10
Zumba Fitness Rush;X360;2012;Sports;505 Games;0.18;6.2;14
Call of Juarez;X360;2007;Shooter;Ubisoft;0.18;6.9;21
TalkMan (Japan);PSP;2005;Misc;Sony Computer Entertainment;0.18;0;28
MotoGP;Wii;2009;Racing;Capcom;0.18;5.4;37
Bloody Roar: Primal Fury;GC;2002;Fighting;Activision;0.18;8.5;42
Mega Man Soccer;SNES;1993;Sports;Capcom;0.18;0;8
Mushroom Men: The Spore Wars;Wii;2008;Action;SouthPeak Games;0.18;8.7;23
Dead or Alive Paradise;PSP;2010;Misc;Ubisoft Annecy;0.18;5.6;16
LEGO Harry Potter: Years 5-7;PSV;2012;Action;Warner Bros. Interactive Entertainment;0.18;6.8;14
Brunswick Pro Bowling;PS3;2010;Sports;505 Games;0.18;0;38
FIFA Soccer 07;GC;2006;Sports;Electronic Arts;0.18;0;42
My Fitness Coach 2: Exercise and Nutrition;Wii;2009;Sports;Black Bean Games;0.18;0;21
Doctor Who: Return to Earth;Wii;2010;Adventure;Asylum Entertainment;0.18;0;43
Rabbids Party Collection;Wii;2010;Misc;Ubisoft;0.18;0;22
The Last Airbender;DS;2010;Action;THQ;0.18;7;29
Alone in the Dark;Wii;2008;Adventure;Atari;0.18;4.4;17
Pok\xc3\xa9mon I Choose You / Squirtle Squad Game Boy Advance Video;GBA;2004;Misc;Nintendo;0.18;0;28
Backbreaker;X360;2009;Sports;NaturalMotion;0.18;7.6;23
Vampire Savior: The Lord of Vampire;SAT;1998;Fighting;Capcom;0.18;0;6
Shrek SuperSlam;DS;2005;Action;Activision;0.18;0;26
Super Robot Taisen UX;3DS;2013;Role-Playing;Namco Bandai Games;0.18;0;27
Six Flags Fun Park;DS;2008;Misc;Brash Entertainment;0.18;7;15
Valhalla Knights 3;PSV;2013;Role-Playing;Xseed Games;0.18;6.8;18
Test Drive Off-Road Wide Open;X;2001;Racing;Infogrames;0.18;8.3;15
Dishonored 2;PC;2016;Action;Bethesda Softworks;0.18;6.2;17
Jeopardy!;DS;2010;Misc;THQ;0.18;0;19
Pro Yaky? Spirits 2011;PS3;2011;Sports;Konami Digital Entertainment;0.18;0;42
Battle Commander: Hachibushu Shura no Heihou;SNES;1991;Strategy;Banpresto;0.18;0;4
WWE All Stars;PSP;2011;Fighting;THQ;0.18;6.6;13
Bad Boys: Miami Takedown;X;2004;Shooter;Empire Interactive;0.18;5.9;39
Jampack Vol. 1;PS;1996;Misc;Sony Computer Entertainment;0.18;0;11
Daigasso! Band Brothers P;3DS;2013;Misc;Nintendo;0.18;0;27
Mega Man X: Command Mission;PS2;2004;Role-Playing;Capcom;0.18;7.1;14
Tokyo Xtreme Racer DRIFT;PS2;2003;Racing;Genki;0.18;8.6;31
Moon;PS;1997;Adventure;ASCII Entertainment;0.18;0;7
The Chronicles of Narnia: The Lion The Witch and The Wardrobe;DS;2005;Action;Disney Interactive Studios;0.18;7.5;34
GRID Autosport;PS3;2014;Racing;Codemasters;0.18;6.8;44
Cabelas Big Game Hunter 2005 Adventures;X;2004;Sports;Activision;0.18;8.3;14
Might & Magic: Clash of Heroes;DS;2009;Role-Playing;Ubisoft;0.18;0;25
Transformers: Prime;3DS;2012;Action;Activision;0.18;0;10
Half-Minute Hero;PSP;2009;Role-Playing;Rising Star Games;0.18;7.8;37
Sesame Street: Elmos Letter Adventure;N64;1999;Misc;NewKidCo;0.18;0;12
Re-Volt;N64;1999;Racing;Acclaim Entertainment;0.18;0;7
Company of Heroes: Anthology;PC;2009;Strategy;THQ;0.18;0;38
Gokujou Parodius;SNES;1994;Shooter;Konami Digital Entertainment;0.18;0;13
The Chronicles of Narnia: Prince Caspian;X360;2008;Action;Disney Interactive Studios;0.18;7.5;20
Gauntlet: Dark Legacy;GC;2002;Action;Midway Games;0.18;9.2;14
A.C.E.: Another Centurys Episode 2;PS2;2006;Simulation;Banpresto;0.18;0;32
Shadow The Hedgehog;X;2005;Platform;Sega;0.18;5.4;36
Dark Souls II;PC;2014;Role-Playing;Namco Bandai Games;0.18;7.1;38
Mirrors Edge Catalyst;XOne;2016;Platform;Electronic Arts;0.18;4.4;30
Batman: Vengeance;GBA;2001;Adventure;Ubisoft;0.18;0;11
Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou;DC;2000;Sports;Sega;0.18;0;12
Grand Slam Tennis 2;X360;2012;Sports;Electronic Arts;0.18;5.1;23
The Adventures of Cookie & Cream;PS2;2000;Puzzle;Empire Interactive;0.18;0;11
Pure Futbol;X360;2010;Sports;Ubisoft;0.18;7.9;23
World of Outlaws: Sprint Cars;X360;2010;Racing;THQ;0.18;8.1;37
Van Helsing;X;2007;Action;Activision;0.18;7.6;23
Ben 10 Ultimate Alien: Cosmic Destruction;X360;2010;Platform;D3Publisher;0.18;5.3;30
Spider-Man: Friend or Foe;PSP;2007;Action;Activision;0.18;4.4;27
Rio;Wii;2011;Misc;THQ;0.18;0;22
Sing4: The Hits Edition;Wii;2011;Misc;Crave Entertainment;0.18;0;22
Gun;GC;2005;Shooter;Activision;0.18;8.6;38
SoulCalibur Legends;Wii;2007;Action;Namco Bandai Games;0.18;5.7;10
F1 Challenge;SAT;1994;Racing;Sega;0.18;0;13
Toukiden Kiwami;PS4;2015;Action;Tecmo Koei;0.18;7.6;24
Metal Gear Ac!d 2;PSP;2005;Strategy;Konami Digital Entertainment;0.18;0;41
Shadow Madness;PS;1999;Action;Crave Entertainment;0.18;0;7
Aliens: Colonial Marines;PC;2013;Shooter;Sega;0.18;3.5;30
Yakuza Zero: The Place of Oath;PS4;2015;Action;Sega;0.18;0;14
FIFA Soccer 11;PC;2010;Sports;Electronic Arts;0.18;7.7;44
Tiger Woods PGA Tour 2004;GBA;2003;Sports;Electronic Arts;0.18;7.5;33
Lego Star Wars: The Force Awakens;3DS;2016;Action;Warner Bros. Interactive Entertainment;0.18;8;26
Borderlands;PC;2009;Shooter;Take-Two Interactive;0.18;7.8;37
The Game of Life / Yahtzee / Payday;GBA;2005;Misc;Zoo Digital Publishing;0.18;0;25
de Blob 2;Wii;2011;Platform;THQ;0.18;8.1;15
American Chopper 2: Full Throttle;PS2;2005;Racing;Zoo Digital Publishing;0.18;8.1;31
Silent Hill 4: The Room;X;2004;Action;Konami Digital Entertainment;0.18;8.3;40
Commandos 2: Men of Courage;PS2;2002;Strategy;Eidos Interactive;0.18;6.8;21
Jikkyou Powerful Pro Baseball 2016;PS4;2016;Sports;Konami Digital Entertainment;0.18;0;21
Brink;PC;2011;Shooter;Bethesda Softworks;0.18;6;28
FIFA Soccer 2002;GC;2001;Sports;Electronic Arts;0.18;8;30
Pro Evolution Soccer 2013;3DS;2012;Sports;Konami Digital Entertainment;0.18;0;17
Atari Anniversary Edition Redux;PS;2000;Misc;Infogrames;0.18;0;13
Lips: Party Classics;X360;2010;Misc;Microsoft Game Studios;0.18;0;22
Toukiden: The Age of Demons;PSP;2013;Action;Tecmo Koei;0.18;0;42
Marvel Super Hero Squad: Comic Combat;Wii;2011;Action;THQ;0.18;0;41
Fireblade;PS2;2002;Action;Midway Games;0.18;0;27
Disneys Tarzan Untamed;GC;2001;Platform;Ubisoft;0.18;7.4;34
Trinity Universe;PS3;2009;Role-Playing;Nippon Ichi Software;0.18;7.2;17
Brunswick Circuit Pro Bowling;PS;1998;Sports;THQ;0.18;0;7
Pirates: Hunt For Blackbeards Booty;Wii;2008;Adventure;Activision;0.18;0;34
PlayStation Move Heroes;PS3;2011;Platform;Sony Computer Entertainment;0.18;6.1;25
Cabelas Dangerous Hunts 2009;PS2;2008;Sports;Activision Value;0.18;9.2;37
Ball Breakers;PS;2000;Action;Take-Two Interactive;0.18;5.3;25
Mobile Suit Gundam Seed Destiny: Generation of C.E.;PS2;2005;Action;Namco Bandai Games;0.18;0;38
Splatterhouse;X360;2010;Action;Namco Bandai Games;0.18;7.6;44
EyeToy: Groove;PS2;2003;Misc;Sony Computer Entertainment;0.18;8;40
You Dont Know Jack;PS3;2011;Misc;THQ;0.18;7.3;13
Chuck E. Cheeses Party Games;DS;2010;Misc;UFO Interactive;0.18;0;15
Twisted Metal: Small Brawl;PS;2001;Action;Sony Computer Entertainment;0.18;7.6;40
Otomedius Excellent;X360;2011;Shooter;Konami Digital Entertainment;0.18;8.1;38
I Spy: Castle;DS;2011;Puzzle;Scholastic Inc.;0.18;0;22
Charlie and the Chocolate Factory;GC;2005;Adventure;Global Star;0.18;3.2;44
Escape The Museum;DS;2010;Adventure;Astragon;0.18;0;29
Armored Core: Last Raven;PS2;2005;Simulation;505 Games;0.18;8.9;32
Burnout Legends;DS;2005;Racing;Electronic Arts;0.18;6;25
Tomb Raider: Underworld;PS2;2009;Action;Eidos Interactive;0.18;5.8;18
College Hoops 2K7;PS3;2007;Sports;Take-Two Interactive;0.18;7.1;12
Hello Kitty: Birthday Adventures;DS;2010;Adventure;Namco Bandai Games;0.18;0;37
All Grown Up! Express Yourself;GBA;2004;Misc;THQ;0.18;0;37
DiRT Showdown;PS3;2012;Racing;Codemasters;0.18;6.3;36
K-1 World Grand Prix;PS2;2002;Sports;Konami Digital Entertainment;0.18;9;38
Kidou Senshi Gundam: Senjou no Kizuna Portable;PSP;2009;Strategy;Namco Bandai Games;0.18;0;19
Shaun White Skateboarding;Wii;2010;Sports;Ubisoft;0.18;0;12
Super Robot Taisen A Portable;PSP;2008;Strategy;Namco Bandai Games;0.18;0;39
Juiced;X;2005;Racing;THQ;0.18;9.1;44
Naruto Shippuden: Dragon Blade Chronicles;Wii;2009;Action;505 Games;0.18;3;18
Looney Tunes: Back in Action;GBA;2003;Platform;Electronic Arts;0.18;0;39
The King of Fighters XIV;PS4;2016;Fighting;Deep Silver;0.18;8.5;35
Virtua Tennis;GBA;2002;Sports;Atari;0.18;0;40
Cabelas Big Game Hunter: Hunting Party;X360;2011;Sports;Activision;0.18;5;17
Bladestorm: Nightmare;PS4;2015;Action;Tecmo Koei;0.18;6.5;40
Tales of the Tempest;DS;2006;Role-Playing;Namco Bandai Games;0.18;0;13
SimCity Creator (JP sales);DS;2008;Simulation;Electronic Arts;0.18;0;30
Biohazard: Revival Selection;PS3;2011;Action;Capcom;0.18;0;16
Sonic Riders: Zero Gravity;PS2;2008;Racing;Sega;0.18;8.4;38
UFC: Sudden Impact;PS2;2004;Fighting;Global Star;0.18;7.7;43
NBA Hoopz;PS2;2001;Sports;Midway Games;0.18;0;20
ESPN X Games Skateboarding;GBA;2001;Sports;Konami Digital Entertainment;0.18;0;31
MotoGP 15;PS4;2015;Racing;Milestone S.r.l.;0.18;0;13
Nancy Drew: The Hidden Staircase;DS;2008;Adventure;THQ;0.18;6;33
Full Auto 2: Battlelines;PS3;2006;Racing;Sega;0.18;7.6;23
Speedball 2100;PS;2000;Sports;Empire Interactive;0.18;0;16
College Hoops 2K8;X360;2007;Sports;Take-Two Interactive;0.18;6.9;34
How to Train Your Dragon;PS3;2010;Action;Activision;0.18;7;22
LEGO Island 2: The Bricksters Revenge;PS;2001;Adventure;LEGO Media;0.18;0;16
Back to the Future: The Game;PS4;2015;Adventure;Telltale Games;0.18;7.1;41
Backyard Basketball;GBA;2004;Sports;Atari;0.18;0;22
Madden NFL 09;X;2008;Sports;Electronic Arts;0.18;5.5;35
Dynasty Warriors: Gundam 3;X360;2010;Action;Tecmo Koei;0.18;7.8;24
Scooby-Doo! Unmasked;GBA;2005;Platform;THQ;0.18;0;15
Summon Night 4;PS2;2006;Role-Playing;Banpresto;0.18;0;27
Pro Yaky? Spirits 5;PS2;2008;Sports;Konami Digital Entertainment;0.18;0;37
NHL 2004;X;2003;Sports;Electronic Arts;0.18;6.5;36
MindJack;PS3;2011;Shooter;Square Enix;0.18;1.7;21
Namco Museum: 50th Anniversary;X;2005;Misc;Namco Bandai Games;0.18;0;34
Monster 4x4: Stunt Racer;Wii;2009;Racing;Ubisoft;0.18;5.2;25
Velvet Assassin;X360;2009;Shooter;DTP Entertainment;0.18;6.9;33
WWE SmackDown vs. Raw 2009;DS;2008;Fighting;THQ;0.18;7.8;21
NFL 2K2;X;2002;Sports;Sega;0.18;0;44
Marvel Super Hero Squad: Comic Combat;X360;2011;Action;THQ;0.18;0;24
NBA Starting Five;PS2;2002;Sports;Konami Digital Entertainment;0.18;7.3;10
Project Spark;XOne;2014;Misc;Microsoft Game Studios;0.17;7;12
The Suffering: Ties That Bind;PS2;2005;Action;Midway Games;0.17;8;44
EyeToy: Kinetic;PS2;2005;Sports;Sony Computer Entertainment;0.17;8.3;13
Skylanders Imaginators;PS3;2016;Platform;Activision;0.17;0;43
Fancy Nancy: Tea Party Time!;DS;2010;Adventure;THQ;0.17;0;11
Army Men: Sarges Heroes 2;PS2;2001;Shooter;Midas Interactive Entertainment;0.17;4.6;20
The Legend of Heroes: Trails of Cold Steel II;PS3;2014;Role-Playing;Nippon Ichi Software;0.17;7.9;19
Conception II: Children of the Seven Stars;PSV;2013;Role-Playing;Screenlife;0.17;7.6;14
The Wild Thornberrys: Animal Adventures;PS;2000;Adventure;Mattel Interactive;0.17;0;29
Cabelas Adventure Camp;Wii;2011;Misc;Activision;0.17;0;10
SEGA Bass Fishing Duel;PS2;2002;Sports;Sega;0.17;0;28
Teen Titans;GBA;2006;Action;THQ;0.17;0;35
Sports Illustrated for Kids: Baseball;GBA;2001;Sports;BAM! Entertainment;0.17;0;21
Mark Davis Pro Bass Challenge;PS2;2002;Sports;Natsume;0.17;0;17
Ridge Racer;PSV;2011;Racing;Namco Bandai Games;0.17;3.7;38
Farming Simulator 17;XOne;2016;Simulation;Focus Home Interactive;0.17;0;11
Rugrats: Royal Ransom;GC;2002;Platform;THQ;0.17;6.7;18
Winning Eleven: Pro Evolution Soccer 2007;DS;2006;Sports;Konami Digital Entertainment;0.17;7.9;38
Warriors of Might and Magic;PS2;2001;Adventure;3DO;0.17;4.5;41
Petz: Horseshoe Ranch;DS;2009;Adventure;Ubisoft;0.17;0;28
Rapala Fishing Frenzy 2009;PS3;2008;Sports;Activision;0.17;4.4;36
EyePet & Friends;PS3;2011;Simulation;Sony Computer Entertainment;0.17;0;17
Open Season;GC;2006;Platform;Ubisoft;0.17;0;19
Street Fighter: The Movie;PS;1995;Fighting;Acclaim Entertainment;0.17;0;3
Major League Baseball 2K9;PS3;2009;Sports;Spike;0.17;4;20
World Championship Poker;GBA;2004;Misc;Crave Entertainment;0.17;0;43
Global Defence Force;PS2;2005;Shooter;Essential Games;0.17;0;38
Hellboy: The Science of Evil;PS3;2008;Action;Konami Digital Entertainment;0.17;6.1;17
Major League Baseball 2K6;GC;2006;Sports;Take-Two Interactive;0.17;0;43
WordJong Party;Wii;2008;Puzzle;Destineer;0.17;0;18
SaGa 2: Hihou Densetsu - Goddess of Destiny;DS;2009;Role-Playing;Square Enix;0.17;0;11
Smash Court Tennis Pro Tournament;PS2;2002;Sports;Sony Computer Entertainment;0.17;7.4;13
Race Pro;X360;2009;Racing;Atari;0.17;7;37
Super Robot Taisen L;DS;2010;Strategy;Namco Bandai Games;0.17;0;35
Anarchy Reigns;X360;2012;Action;Sega;0.17;7.9;19
The Grim Adventures of Billy & Mandy;GC;2006;Action;Midway Games;0.17;0;18
NBA Inside Drive 2004;X;2003;Sports;Microsoft Game Studios;0.17;8.2;41
The King of Fighters 97;PS;1998;Fighting;SNK;0.17;0;3
uDraw Studio: Instant Artist;Wii;2011;Misc;THQ;0.17;0;20
Time Commando;PS;1996;Action;Adeline Software;0.17;0;7
Professional Fishermans Tour: Northern Hemisphere;DS;2007;Sports;505 Games;0.17;0;11
Kekkaishi: Karasumori Ayakashi Kidan;DS;2007;Action;Namco Bandai Games;0.17;0;26
Gretzky NHL 2005;PS2;2004;Sports;Sony Computer Entertainment;0.17;9.1;38
Dengeki Bunko Fighting Climax;PS3;2014;Fighting;Sega;0.17;8.2;19
Dungeon Siege III;PC;2011;Role-Playing;Square Enix;0.17;4.7;20
The Hobbit;GC;2003;Platform;Vivendi Games;0.17;7.3;20
Backyard Sports Football: Rookie Rush;DS;2010;Sports;Atari;0.17;0;33
Skate it;DS;2008;Sports;Electronic Arts;0.17;7.8;10
Digimon Story: Cyber Sleuth;PSV;2015;Role-Playing;Namco Bandai Games;0.17;8.8;20
How to Train Your Dragon 2;X360;2014;Adventure;Little Orbit;0.17;2.9;17
Cabelas Legendary Adventures;Wii;2008;Sports;Activision;0.17;0;21
True Crime: New York City;GC;2005;Action;Activision;0.17;8.8;34
Metal Arms: Glitch in the System;X;2003;Shooter;Vivendi Games;0.17;8.7;34
Return to PopoloCrois: A Story of Seasons Fairytale;3DS;2015;Simulation;Marvelous Entertainment;0.17;6.5;40
The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune;PSP;2012;Action;Namco Bandai Games;0.17;0;28
The Secret World;PC;2012;Role-Playing;Funcom;0.17;8.2;28
Trauma Team;Wii;2010;Simulation;Atlus;0.17;8.8;42
Ice Age: Dawn of the Dinosaurs;PS2;2009;Action;Activision;0.17;0;19
ESPN Final Round Golf 2002;GBA;2001;Sports;Konami Digital Entertainment;0.17;0;37
Iron Chef America: Supreme Cuisine;Wii;2008;Simulation;Destineer;0.17;0;22
MDK2 Armageddon;PS2;2001;Shooter;Virgin Interactive;0.17;8.3;14
NHL 2K9;X360;2008;Sports;Take-Two Interactive;0.17;6.7;23
Exhibition Volume 02;X;2003;Misc;Microsoft Game Studios;0.17;0;34
Fight Night Round 2;GC;2005;Fighting;Electronic Arts;0.17;7.9;39
Jewel Match;DS;2010;Puzzle;PlayV;0.17;0;19
Backbreaker;PS3;2009;Sports;NaturalMotion;0.17;7;26
Disneys Atlantis: The Lost Empire;PS;2001;Platform;Sony Computer Entertainment;0.17;8.5;16
The King of Fighters 97;SAT;1998;Fighting;SNK;0.17;0;6
Power Pro Kun Pocket;G;1999;Sports;Konami Digital Entertainment;0.17;0;14
Tamagotchi no Narikiri Challenge;DS;2010;Action;Namco Bandai Games;0.17;0;21
Horrid Henry: Missions of Mischief;DS;2010;Adventure;SouthPeak Games;0.17;0;13
Sumikko Gurashi: Koko ga Ochitsukundesu;3DS;2014;Action;Nippon Columbia;0.17;0;30
Stormrise;PS3;2009;Strategy;Sega;0.17;5.3;12
Lost in Blue 3;DS;2007;Adventure;Konami Digital Entertainment;0.17;0;38
Space Battleship Yamato: Harukanaru Hoshi Iscandar;PS;1999;Strategy;Namco Bandai Games;0.17;0;10
Sound Novel Evolution 1: Otogirisou Sosei-Hen;PS;1999;Adventure;ChunSoft;0.17;0;4
MLB 11: The Show;PSP;2011;Sports;Sony Computer Entertainment;0.17;6;37
Pictionary;DS;2010;Puzzle;THQ;0.17;0;21
X-Men: The Official Game;X360;2006;Action;Activision;0.17;6.1;34
Psi-Ops: The Mindgate Conspiracy;X;2004;Shooter;Midway Games;0.17;7.9;37
Hitman: HD Trilogy;X360;2013;Action;Square Enix;0.17;7.2;11
SWAT: Global Strike Team;X;2003;Shooter;Vivendi Games;0.17;6.3;38
Cabelas Legendary Adventures;PSP;2008;Sports;Activision;0.17;0;24
Goblin Commander: Unleash the Horde;PS2;2003;Strategy;Jaleco;0.17;8.7;19
MX World Tour Featuring Jamie Little;PS2;2005;Racing;Play It;0.17;0;26
Hello Kitty: Happy Party Pals;GBA;2005;Misc;THQ;0.17;0;23
Backyard NFL Football 09;PS2;2008;Sports;Atari;0.17;0;24
World Destruction League: Thunder Tanks;PS2;2000;Action;3DO;0.17;5.9;34
Tom Clancys Ghost Recon: Future Soldier;PC;2012;Shooter;Ubisoft;0.17;4.9;22
Yu-Gi-Oh! Zexal World Duel Carnival;3DS;2013;Misc;Konami Digital Entertainment;0.17;0;16
Backyard Baseball 10;PS2;2009;Sports;Atari;0.17;0;25
Resident Evil Directors Cut: Dual Shock Edition;PS;1997;Action;Capcom;0.17;0;13
Squeeballs Party;DS;2009;Puzzle;Performance Designed Products;0.17;0;37
Lets TAP;Wii;2008;Misc;Sega;0.17;6.6;39
Broken Sword: Shadows of the Templars - The Directors Cut;DS;2009;Adventure;Ubisoft;0.17;0;31
The King of Fighters 95;PS;1996;Fighting;Sony Computer Entertainment;0.17;0;7
RoadKill;PS2;2003;Action;Midway Games;0.17;7.9;37
Mobile Suit Gundam: Extreme VS Force;PSV;2015;Action;Namco Bandai Games;0.17;7.3;24
Hanjuku Eiyuu Tai 3D;PS2;2003;Role-Playing;Square Enix;0.17;0;22
Marvel Super Hero Squad: The Infinity Gauntlet;PS3;2010;Action;THQ;0.17;0;28
